Date/Time,Electricity:Facility [J](Hourly),Gas:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly) 
 01/06  10:00:00,40793562.22363258,61406928.76504033,40793562.22363259 
 01/06  11:00:00,40793562.22363258,49902472.58233467,40793562.22363258 
 01/06  12:00:00,63989938.07486666,4225121.729600176,63989938.07486665 
 01/06  13:00:00,62658069.9350592,23919215.58619087,62658069.93505919 
 01/06  14:00:00,63155512.95921938,1832203.5329650753,63155512.959219377 
 01/06  15:00:00,62515623.07977946,1539538.1457484277,62515623.07977945 
 01/06  16:00:00,59198882.63203256,8993877.659368318,59198882.63203256 
 01/06  17:00:00,44715162.22363258,50115775.19568513,44715162.22363258 
 01/06  18:00:00,34692491.96044207,88665613.20793638,34692491.96044207 
 01/06  19:00:00,27185491.580691328,83061189.46625977,27185491.58069133 
 01/06  20:00:00,19652831.289526337,0.0,19652831.289526334 
 01/06  21:00:00,17672092.403048569,0.0,17672092.403048569 
 01/06  22:00:00,17672092.403048569,0.0,17672092.403048569 
 01/06  23:00:00,15889427.405195989,0.0,15889427.405195989 
 01/06  24:00:00,14899057.961957103,0.0,14899057.961957103 
 01/07  01:00:00,14899057.961957103,0.0,14899057.961957103 
 01/07  02:00:00,14899057.961957103,0.0,14899057.961957103 
 01/07  03:00:00,14899057.961957103,0.0,14899057.961957103 
 01/07  04:00:00,14899057.961957103,0.0,14899057.961957103 
 01/07  05:00:00,14899057.961957103,0.0,14899057.961957103 
 01/07  06:00:00,14899057.961957103,0.0,14899057.961957103 
 01/07  07:00:00,14899057.961957103,0.0,14899057.961957103 
 01/07  08:00:00,10977457.961957103,0.0,10977457.961957103 
 01/07  09:00:00,9016657.961957103,0.0,9016657.961957103 
 01/07  10:00:00,9016657.961957103,0.0,9016657.961957103 
 01/07  11:00:00,9016657.961957103,0.0,9016657.961957103 
 01/07  12:00:00,9016657.961957103,0.0,9016657.961957103 
 01/07  13:00:00,9016657.961957103,0.0,9016657.961957103 
 01/07  14:00:00,9016657.961957103,0.0,9016657.961957103 
 01/07  15:00:00,9016657.961957103,0.0,9016657.961957103 
 01/07  16:00:00,9016657.961957103,0.0,9016657.961957103 
 01/07  17:00:00,11957857.961957103,0.0,11957857.961957103 
 01/07  18:00:00,14899057.961957103,0.0,14899057.961957103 
 01/07  19:00:00,14899057.961957103,0.0,14899057.961957103 
 01/07  20:00:00,14899057.961957103,0.0,14899057.961957103 
 01/07  21:00:00,14899057.961957103,0.0,14899057.961957103 
 01/07  22:00:00,14899057.961957103,0.0,14899057.961957103 
 01/07  23:00:00,14899057.961957103,0.0,14899057.961957103 
 01/07  24:00:00,14899057.961957103,0.0,14899057.961957103 
 01/08  01:00:00,14899057.961957103,0.0,14899057.961957103 
 01/08  02:00:00,14899057.961957103,0.0,14899057.961957103 
 01/08  03:00:00,14899057.961957103,0.0,14899057.961957103 
 01/08  04:00:00,14899057.961957103,0.0,14899057.961957103 
 01/08  05:00:00,14899057.961957103,0.0,14899057.961957103 
 01/08  06:00:00,14899057.961957103,0.0,14899057.961957103 
 01/08  07:00:00,14899057.961957103,0.0,14899057.961957103 
 01/08  08:00:00,10977457.961957103,0.0,10977457.961957103 
 01/08  09:00:00,9016657.961957103,0.0,9016657.961957103 
 01/08  10:00:00,9016657.961957103,0.0,9016657.961957103 
 01/08  11:00:00,9016657.961957103,0.0,9016657.961957103 
 01/08  12:00:00,9016657.961957103,0.0,9016657.961957103 
 01/08  13:00:00,9016657.961957103,0.0,9016657.961957103 
 01/08  14:00:00,9016657.961957103,0.0,9016657.961957103 
 01/08  15:00:00,9016657.961957103,0.0,9016657.961957103 
 01/08  16:00:00,9016657.961957103,0.0,9016657.961957103 
 01/08  17:00:00,11957857.961957103,0.0,11957857.961957103 
 01/08  18:00:00,14899057.961957103,0.0,14899057.961957103 
 01/08  19:00:00,14899057.961957103,0.0,14899057.961957103 
 01/08  20:00:00,14899057.961957103,0.0,14899057.961957103 
 01/08  21:00:00,14899057.961957103,0.0,14899057.961957103 
 01/08  22:00:00,14899057.961957103,0.0,14899057.961957103 
 01/08  23:00:00,14899057.961957103,0.0,14899057.961957103 
 01/08  24:00:00,14899057.961957103,0.0,14899057.961957103 
 01/09  01:00:00,18642654.45740009,0.0,18642654.457400089 
 01/09  02:00:00,18642654.45740009,0.0,18642654.457400089 
 01/09  03:00:00,18642654.45740009,0.0,18642654.457400089 
 01/09  04:00:00,18642654.45740009,0.0,18642654.457400089 
 01/09  05:00:00,18642654.45740009,0.0,18642654.457400089 
 01/09  06:00:00,19633023.90063898,0.0,19633023.900638977 
 01/09  07:00:00,58550217.278630997,120540774.19965431,58550217.278631 
 01/09  08:00:00,58417856.53175471,80691070.69870302,58417856.5317547 
 01/09  09:00:00,71324982.40319765,17927908.386154958,71324982.40319765 
 01/09  10:00:00,65332479.884425539,2945207.3047287019,65332479.88442551 
 01/09  11:00:00,59350168.79563805,0.0,59350168.79563804 
 01/09  12:00:00,53588483.06781713,0.0,53588483.06781713 
 01/09  13:00:00,52170890.34087591,0.0,52170890.340875897 
 01/09  14:00:00,46035044.20431431,0.0,46035044.20431431 
 01/09  15:00:00,44209152.38240123,0.0,44209152.38240123 
 01/09  16:00:00,44126468.1456447,0.0,44126468.1456447 
 01/09  17:00:00,49764815.47228859,0.0,49764815.47228859 
 01/09  18:00:00,51266335.78048237,0.0,51266335.78048236 
 01/09  19:00:00,42251330.73850375,0.0,42251330.73850375 
 01/09  20:00:00,19652831.289526337,0.0,19652831.289526334 
 01/09  21:00:00,17672092.403048569,0.0,17672092.403048569 
 01/09  22:00:00,17672092.403048569,0.0,17672092.403048569 
 01/09  23:00:00,15889427.405195989,0.0,15889427.405195989 
 01/09  24:00:00,14899057.961957103,0.0,14899057.961957103 
 01/10  01:00:00,18642654.45740009,0.0,18642654.457400089 
 01/10  02:00:00,18642654.45740009,0.0,18642654.457400089 
 01/10  03:00:00,18642654.45740009,0.0,18642654.457400089 
 01/10  04:00:00,18642654.45740009,0.0,18642654.457400089 
 01/10  05:00:00,18642654.45740009,0.0,18642654.457400089 
 01/10  06:00:00,19633023.90063898,0.0,19633023.900638977 
 01/10  07:00:00,60794969.07510625,25161511.644940109,60794969.07510626 
 01/10  08:00:00,57536305.063733208,17434634.03581464,57536305.063733208 
 01/10  09:00:00,56924690.617282208,0.0,56924690.61728219 
 01/10  10:00:00,48998990.05395256,0.0,48998990.05395256 
 01/10  11:00:00,45558030.84402797,0.0,45558030.84402797 
 01/10  12:00:00,43769485.03438878,0.0,43769485.03438878 
 01/10  13:00:00,40492462.11827244,0.0,40492462.118272449 
 01/10  14:00:00,42334502.030746478,0.0,42334502.03074647 
 01/10  15:00:00,42258282.506224948,0.0,42258282.506224948 
 01/10  16:00:00,42162364.19487725,0.0,42162364.194877248 
 01/10  17:00:00,45945059.1808462,0.0,45945059.18084619 
 01/10  18:00:00,49898942.280461657,439384.8093753228,49898942.280461657 
 01/10  19:00:00,44059630.77242773,0.0,44059630.77242774 
 01/10  20:00:00,19652831.289526337,0.0,19652831.289526334 
 01/10  21:00:00,17672092.403048569,0.0,17672092.403048569 
 01/10  22:00:00,17672092.403048569,0.0,17672092.403048569 
 01/10  23:00:00,15889427.405195989,0.0,15889427.405195989 
 01/10  24:00:00,14899057.961957103,0.0,14899057.961957103 
 01/11  01:00:00,18642654.45740009,0.0,18642654.457400089 
 01/11  02:00:00,18642654.45740009,0.0,18642654.457400089 
 01/11  03:00:00,18642654.45740009,0.0,18642654.457400089 
 01/11  04:00:00,18642654.45740009,0.0,18642654.457400089 
 01/11  05:00:00,18642654.45740009,0.0,18642654.457400089 
 01/11  06:00:00,19633023.90063898,0.0,19633023.900638977 
 01/11  07:00:00,62520476.24692971,30051413.051674125,62520476.24692969 
 01/11  08:00:00,59740339.98214482,22596283.040078757,59740339.98214482 
 01/11  09:00:00,65548881.37488258,0.0,65548881.374882567 
 01/11  10:00:00,58900113.74339689,0.0,58900113.743396889 
 01/11  11:00:00,53447276.64114453,0.0,53447276.641144517 
 01/11  12:00:00,48410570.717676628,0.0,48410570.717676628 
 01/11  13:00:00,46547607.02271463,0.0,46547607.02271463 
 01/11  14:00:00,42068842.45703506,0.0,42068842.45703506 
 01/11  15:00:00,41410650.13370571,0.0,41410650.13370571 
 01/11  16:00:00,41547243.01018343,0.0,41547243.010183427 
 01/11  17:00:00,44867528.304162118,0.0,44867528.304162118 
 01/11  18:00:00,42348690.936880659,0.0,42348690.936880659 
 01/11  19:00:00,34590301.23373301,0.0,34590301.23373301 
 01/11  20:00:00,19652831.289526337,0.0,19652831.289526334 
 01/11  21:00:00,17672092.403048569,0.0,17672092.403048569 
 01/11  22:00:00,17672092.403048569,0.0,17672092.403048569 
 01/11  23:00:00,15889427.405195989,0.0,15889427.405195989 
 01/11  24:00:00,14899057.961957103,0.0,14899057.961957103 
 01/12  01:00:00,18642654.45740009,0.0,18642654.457400089 
 01/12  02:00:00,18642654.45740009,0.0,18642654.457400089 
 01/12  03:00:00,18642654.45740009,0.0,18642654.457400089 
 01/12  04:00:00,18642654.45740009,0.0,18642654.457400089 
 01/12  05:00:00,18642654.45740009,0.0,18642654.457400089 
 01/12  06:00:00,19633023.90063898,0.0,19633023.900638977 
 01/12  07:00:00,49648517.93451169,7510061.970397156,49648517.93451169 
 01/12  08:00:00,50826513.20751104,5000853.787826223,50826513.20751104 
 01/12  09:00:00,51255572.385644849,0.0,51255572.385644849 
 01/12  10:00:00,48674692.795849557,0.0,48674692.79584955 
 01/12  11:00:00,47324914.36206511,0.0,47324914.36206511 
 01/12  12:00:00,45982861.802888687,0.0,45982861.80288867 
 01/12  13:00:00,46778796.65380394,0.0,46778796.65380394 
 01/12  14:00:00,43880434.07928513,0.0,43880434.07928513 
 01/12  15:00:00,43989340.459259379,0.0,43989340.459259379 
 01/12  16:00:00,44644899.571788247,0.0,44644899.571788247 
 01/12  17:00:00,50218064.45248549,0.0,50218064.45248549 
 01/12  18:00:00,52367987.49663168,1680062.7323759809,52367987.49663168 
 01/12  19:00:00,46587646.40659049,0.0,46587646.40659049 
 01/12  20:00:00,19652831.289526337,0.0,19652831.289526334 
 01/12  21:00:00,17672092.403048569,0.0,17672092.403048569 
 01/12  22:00:00,17672092.403048569,0.0,17672092.403048569 
 01/12  23:00:00,15889427.405195989,0.0,15889427.405195989 
 01/12  24:00:00,14899057.961957103,0.0,14899057.961957103 
 01/13  01:00:00,18642654.45740009,0.0,18642654.457400089 
 01/13  02:00:00,18642654.45740009,0.0,18642654.457400089 
 01/13  03:00:00,18642654.45740009,0.0,18642654.457400089 
 01/13  04:00:00,18642654.45740009,0.0,18642654.457400089 
 01/13  05:00:00,18642654.45740009,0.0,18642654.457400089 
 01/13  06:00:00,19633023.90063898,0.0,19633023.900638977 
 01/13  07:00:00,56768030.37428543,95589871.76109752,56768030.37428543 
 01/13  08:00:00,56520548.34401492,73123119.68828692,56520548.34401492 
 01/13  09:00:00,68965550.41431557,17275030.88177809,68965550.41431554 
 01/13  10:00:00,63007998.77063222,3903423.1027840098,63007998.77063222 
 01/13  11:00:00,56470619.54764163,372740.2665903907,56470619.54764162 
 01/13  12:00:00,52532015.318734098,0.0,52532015.318734098 
 01/13  13:00:00,54208693.234850328,47093.900912462064,54208693.23485031 
 01/13  14:00:00,49278153.44705394,0.0,49278153.447053927 
 01/13  15:00:00,49750446.749803509,0.0,49750446.749803509 
 01/13  16:00:00,53501354.72933169,0.0,53501354.72933167 
 01/13  17:00:00,59788927.66298657,0.0,59788927.66298656 
 01/13  18:00:00,59022421.69320193,17669902.211132453,59022421.69320192 
 01/13  19:00:00,54146571.33163265,2988613.0109047547,54146571.33163265 
 01/13  20:00:00,19652831.289526337,0.0,19652831.289526334 
 01/13  21:00:00,17672092.403048569,0.0,17672092.403048569 
 01/13  22:00:00,17672092.403048569,0.0,17672092.403048569 
 01/13  23:00:00,15889427.405195989,0.0,15889427.405195989 
 01/13  24:00:00,14899057.961957103,0.0,14899057.961957103 
 01/14  01:00:00,14899057.961957103,0.0,14899057.961957103 
 01/14  02:00:00,14899057.961957103,0.0,14899057.961957103 
 01/14  03:00:00,14899057.961957103,0.0,14899057.961957103 
 01/14  04:00:00,14899057.961957103,0.0,14899057.961957103 
 01/14  05:00:00,14899057.961957103,0.0,14899057.961957103 
 01/14  06:00:00,14899057.961957103,0.0,14899057.961957103 
 01/14  07:00:00,14899057.961957103,0.0,14899057.961957103 
 01/14  08:00:00,10977457.961957103,0.0,10977457.961957103 
 01/14  09:00:00,9016657.961957103,0.0,9016657.961957103 
 01/14  10:00:00,9016657.961957103,0.0,9016657.961957103 
 01/14  11:00:00,9016657.961957103,0.0,9016657.961957103 
 01/14  12:00:00,9016657.961957103,0.0,9016657.961957103 
 01/14  13:00:00,9016657.961957103,0.0,9016657.961957103 
 01/14  14:00:00,9016657.961957103,0.0,9016657.961957103 
 01/14  15:00:00,9016657.961957103,0.0,9016657.961957103 
 01/14  16:00:00,9016657.961957103,0.0,9016657.961957103 
 01/14  17:00:00,11957857.961957103,0.0,11957857.961957103 
 01/14  18:00:00,14899057.961957103,0.0,14899057.961957103 
 01/14  19:00:00,14899057.961957103,0.0,14899057.961957103 
 01/14  20:00:00,14899057.961957103,0.0,14899057.961957103 
 01/14  21:00:00,14899057.961957103,0.0,14899057.961957103 
 01/14  22:00:00,14899057.961957103,0.0,14899057.961957103 
 01/14  23:00:00,14899057.961957103,0.0,14899057.961957103 
 01/14  24:00:00,14899057.961957103,0.0,14899057.961957103 
 01/15  01:00:00,14899057.961957103,0.0,14899057.961957103 
 01/15  02:00:00,14899057.961957103,0.0,14899057.961957103 
 01/15  03:00:00,14899057.961957103,0.0,14899057.961957103 
 01/15  04:00:00,14899057.961957103,0.0,14899057.961957103 
 01/15  05:00:00,14899057.961957103,0.0,14899057.961957103 
 01/15  06:00:00,14899057.961957103,0.0,14899057.961957103 
 01/15  07:00:00,14899057.961957103,0.0,14899057.961957103 
 01/15  08:00:00,10977457.961957103,0.0,10977457.961957103 
 01/15  09:00:00,9016657.961957103,0.0,9016657.961957103 
 01/15  10:00:00,9016657.961957103,0.0,9016657.961957103 
 01/15  11:00:00,9016657.961957103,0.0,9016657.961957103 
 01/15  12:00:00,9016657.961957103,0.0,9016657.961957103 
 01/15  13:00:00,9016657.961957103,0.0,9016657.961957103 
 01/15  14:00:00,9016657.961957103,0.0,9016657.961957103 
 01/15  15:00:00,9016657.961957103,0.0,9016657.961957103 
 01/15  16:00:00,9016657.961957103,0.0,9016657.961957103 
 01/15  17:00:00,11957857.961957103,0.0,11957857.961957103 
 01/15  18:00:00,14899057.961957103,0.0,14899057.961957103 
 01/15  19:00:00,14899057.961957103,0.0,14899057.961957103 
 01/15  20:00:00,14899057.961957103,0.0,14899057.961957103 
 01/15  21:00:00,14899057.961957103,0.0,14899057.961957103 
 01/15  22:00:00,14899057.961957103,0.0,14899057.961957103 
 01/15  23:00:00,14899057.961957103,0.0,14899057.961957103 
 01/15  24:00:00,14899057.961957103,0.0,14899057.961957103 
 01/16  01:00:00,18642654.45740009,0.0,18642654.457400089 
 01/16  02:00:00,18642654.45740009,0.0,18642654.457400089 
 01/16  03:00:00,18642654.45740009,0.0,18642654.457400089 
 01/16  04:00:00,18642654.45740009,0.0,18642654.457400089 
 01/16  05:00:00,18642654.45740009,0.0,18642654.457400089 
 01/16  06:00:00,19633023.90063898,0.0,19633023.900638977 
 01/16  07:00:00,63549021.375416938,66111501.92519599,63549021.375416938 
 01/16  08:00:00,63066872.624065209,34768226.44900124,63066872.6240652 
 01/16  09:00:00,67036600.40706007,724576.2049453311,67036600.407060068 
 01/16  10:00:00,57162512.92401272,0.0,57162512.92401272 
 01/16  11:00:00,50360589.230621468,0.0,50360589.23062147 
 01/16  12:00:00,45545173.43132299,0.0,45545173.431322988 
 01/16  13:00:00,41623279.89934313,0.0,41623279.89934313 
 01/16  14:00:00,40409284.31450854,0.0,40409284.31450853 
 01/16  15:00:00,40029928.37470817,0.0,40029928.37470816 
 01/16  16:00:00,39903905.961846988,0.0,39903905.961846988 
 01/16  17:00:00,41956202.76114155,0.0,41956202.76114155 
 01/16  18:00:00,37265738.97634871,0.0,37265738.97634871 
 01/16  19:00:00,29948256.25665495,0.0,29948256.256654949 
 01/16  20:00:00,18752831.289526337,0.0,18752831.289526334 
 01/16  21:00:00,16772092.40304857,0.0,16772092.40304857 
 01/16  22:00:00,16772092.40304857,0.0,16772092.40304857 
 01/16  23:00:00,14989427.405195989,0.0,14989427.405195989 
 01/16  24:00:00,13999057.961957103,0.0,13999057.961957103 
 01/17  01:00:00,17742654.45740009,0.0,17742654.457400085 
 01/17  02:00:00,17742654.45740009,0.0,17742654.457400085 
 01/17  03:00:00,17742654.45740009,0.0,17742654.457400085 
 01/17  04:00:00,17742654.45740009,0.0,17742654.457400085 
 01/17  05:00:00,18642654.45740009,0.0,18642654.457400089 
 01/17  06:00:00,19633023.90063898,0.0,19633023.900638977 
 01/17  07:00:00,44622815.1588912,4266560.63136587,44622815.15889121 
 01/17  08:00:00,43356677.10835009,0.0,43356677.10835008 
 01/17  09:00:00,45637115.40236831,0.0,45637115.40236829 
 01/17  10:00:00,42005122.64499706,0.0,42005122.64499706 
 01/17  11:00:00,40660576.86733724,0.0,40660576.86733723 
 01/17  12:00:00,41407004.64243337,0.0,41407004.64243337 
 01/17  13:00:00,37228654.65225584,0.0,37228654.65225584 
 01/17  14:00:00,41662876.92593293,0.0,41662876.92593292 
 01/17  15:00:00,40473601.59893871,0.0,40473601.59893871 
 01/17  16:00:00,39924621.21938153,0.0,39924621.219381529 
 01/17  17:00:00,41854362.22363258,0.0,41854362.22363258 
 01/17  18:00:00,35261215.16655105,0.0,35261215.16655105 
 01/17  19:00:00,27649849.495552426,0.0,27649849.495552429 
 01/17  20:00:00,18752831.289526337,0.0,18752831.289526334 
 01/17  21:00:00,16772092.40304857,0.0,16772092.40304857 
 01/17  22:00:00,16772092.40304857,0.0,16772092.40304857 
 01/17  23:00:00,14989427.405195989,0.0,14989427.405195989 
 01/17  24:00:00,13999057.961957103,0.0,13999057.961957103 
 01/18  01:00:00,17742654.45740009,0.0,17742654.457400085 
 01/18  02:00:00,17742654.45740009,0.0,17742654.457400085 
 01/18  03:00:00,17742654.45740009,0.0,17742654.457400085 
 01/18  04:00:00,17742654.45740009,0.0,17742654.457400085 
 01/18  05:00:00,17742654.45740009,0.0,17742654.457400085 
 01/18  06:00:00,18733023.90063898,0.0,18733023.900638977 
 01/18  07:00:00,37799421.884596358,0.0,37799421.884596358 
 01/18  08:00:00,36730696.44117551,0.0,36730696.44117551 
 01/18  09:00:00,43678774.057590957,0.0,43678774.057590957 
 01/18  10:00:00,41630326.34086733,0.0,41630326.34086733 
 01/18  11:00:00,40691596.2847424,0.0,40691596.2847424 
 01/18  12:00:00,40496623.169000659,0.0,40496623.169000659 
 01/18  13:00:00,40919711.52551848,0.0,40919711.52551847 
 01/18  14:00:00,41553528.98348713,0.0,41553528.98348713 
 01/18  15:00:00,42136935.25690461,0.0,42136935.25690461 
 01/18  16:00:00,42879860.54605297,0.0,42879860.54605297 
 01/18  17:00:00,45717018.79620869,0.0,45717018.79620868 
 01/18  18:00:00,44976894.14676956,0.0,44976894.14676956 
 01/18  19:00:00,35998548.74283132,0.0,35998548.74283132 
 01/18  20:00:00,19652831.289526337,0.0,19652831.289526334 
 01/18  21:00:00,17672092.403048569,0.0,17672092.403048569 
 01/18  22:00:00,17672092.403048569,0.0,17672092.403048569 
 01/18  23:00:00,15889427.405195989,0.0,15889427.405195989 
 01/18  24:00:00,14899057.961957103,0.0,14899057.961957103 
 01/19  01:00:00,18642654.45740009,0.0,18642654.457400089 
 01/19  02:00:00,18642654.45740009,0.0,18642654.457400089 
 01/19  03:00:00,18642654.45740009,0.0,18642654.457400089 
 01/19  04:00:00,18642654.45740009,0.0,18642654.457400089 
 01/19  05:00:00,18642654.45740009,0.0,18642654.457400089 
 01/19  06:00:00,19633023.90063898,0.0,19633023.900638977 
 01/19  07:00:00,55157919.74454716,8532317.750380548,55157919.74454716 
 01/19  08:00:00,51779878.073189157,6048671.62136253,51779878.07318916 
 01/19  09:00:00,53923453.40589273,0.0,53923453.40589273 
 01/19  10:00:00,50915800.73335436,0.0,50915800.73335436 
 01/19  11:00:00,49263182.12392933,0.0,49263182.12392933 
 01/19  12:00:00,48238600.25584647,0.0,48238600.25584647 
 01/19  13:00:00,51265210.95493372,0.0,51265210.9549337 
 01/19  14:00:00,46028545.48743504,0.0,46028545.48743504 
 01/19  15:00:00,46295677.18568133,0.0,46295677.18568131 
 01/19  16:00:00,47071626.872313957,0.0,47071626.872313957 
 01/19  17:00:00,50183788.36198246,0.0,50183788.36198245 
 01/19  18:00:00,52137122.89774297,2968719.6072638437,52137122.89774297 
 01/19  19:00:00,43231046.56032223,0.0,43231046.56032223 
 01/19  20:00:00,19652831.289526337,0.0,19652831.289526334 
 01/19  21:00:00,17672092.403048569,0.0,17672092.403048569 
 01/19  22:00:00,17672092.403048569,0.0,17672092.403048569 
 01/19  23:00:00,15889427.405195989,0.0,15889427.405195989 
 01/19  24:00:00,14899057.961957103,0.0,14899057.961957103 
 01/20  01:00:00,18642654.45740009,0.0,18642654.457400089 
 01/20  02:00:00,18642654.45740009,0.0,18642654.457400089 
 01/20  03:00:00,18642654.45740009,0.0,18642654.457400089 
 01/20  04:00:00,18642654.45740009,0.0,18642654.457400089 
 01/20  05:00:00,18642654.45740009,0.0,18642654.457400089 
 01/20  06:00:00,19633023.90063898,0.0,19633023.900638977 
 01/20  07:00:00,59908691.848189268,24304089.730220945,59908691.84818926 
 01/20  08:00:00,56757326.632125329,17008224.332057727,56757326.632125329 
 01/20  09:00:00,60970957.5661976,0.0,60970957.56619758 
 01/20  10:00:00,56135570.320817138,0.0,56135570.32081713 
 01/20  11:00:00,52970962.7026121,0.0,52970962.7026121 
 01/20  12:00:00,51213155.69697606,0.0,51213155.69697606 
 01/20  13:00:00,53678708.46950252,825366.1585537072,53678708.46950251 
 01/20  14:00:00,44388934.41711676,0.0,44388934.41711676 
 01/20  15:00:00,42841575.91535629,0.0,42841575.9153563 
 01/20  16:00:00,42241527.22986858,0.0,42241527.229868579 
 01/20  17:00:00,45065514.759550917,0.0,45065514.759550917 
 01/20  18:00:00,50672536.467375319,867860.8405540381,50672536.467375319 
 01/20  19:00:00,42964598.810430217,0.0,42964598.810430217 
 01/20  20:00:00,19652831.289526337,0.0,19652831.289526334 
 01/20  21:00:00,17672092.403048569,0.0,17672092.403048569 
 01/20  22:00:00,17672092.403048569,0.0,17672092.403048569 
 01/20  23:00:00,15889427.405195989,0.0,15889427.405195989 
 01/20  24:00:00,14899057.961957103,0.0,14899057.961957103 
 01/21  01:00:00,14899057.961957103,0.0,14899057.961957103 
 01/21  02:00:00,14899057.961957103,0.0,14899057.961957103 
 01/21  03:00:00,14899057.961957103,0.0,14899057.961957103 
 01/21  04:00:00,14899057.961957103,0.0,14899057.961957103 
 01/21  05:00:00,14899057.961957103,0.0,14899057.961957103 
 01/21  06:00:00,14899057.961957103,0.0,14899057.961957103 
 01/21  07:00:00,14899057.961957103,0.0,14899057.961957103 
 01/21  08:00:00,9997057.961957103,0.0,9997057.961957103 
 01/21  09:00:00,9016657.961957103,0.0,9016657.961957103 
 01/21  10:00:00,8716657.961957103,0.0,8716657.961957103 
 01/21  11:00:00,8116657.961957103,0.0,8116657.961957104 
 01/21  12:00:00,8116657.961957103,0.0,8116657.961957103 
 01/21  13:00:00,8116657.961957103,0.0,8116657.961957104 
 01/21  14:00:00,8116657.961957103,0.0,8116657.961957104 
 01/21  15:00:00,8116657.961957103,0.0,8116657.961957104 
 01/21  16:00:00,8116657.961957103,0.0,8116657.961957104 
 01/21  17:00:00,10077457.961957103,0.0,10077457.961957103 
 01/21  18:00:00,13999057.961957103,0.0,13999057.961957103 
 01/21  19:00:00,14449057.961957103,0.0,14449057.961957103 
 01/21  20:00:00,14899057.961957103,0.0,14899057.961957103 
 01/21  21:00:00,14899057.961957103,0.0,14899057.961957103 
 01/21  22:00:00,14899057.961957103,0.0,14899057.961957103 
 01/21  23:00:00,14899057.961957103,0.0,14899057.961957103 
 01/21  24:00:00,14899057.961957103,0.0,14899057.961957103 
 01/22  01:00:00,14899057.961957103,0.0,14899057.961957103 
 01/22  02:00:00,14899057.961957103,0.0,14899057.961957103 
 01/22  03:00:00,14899057.961957103,0.0,14899057.961957103 
 01/22  04:00:00,14899057.961957103,0.0,14899057.961957103 
 01/22  05:00:00,14899057.961957103,0.0,14899057.961957103 
 01/22  06:00:00,14899057.961957103,0.0,14899057.961957103 
 01/22  07:00:00,14899057.961957103,0.0,14899057.961957103 
 01/22  08:00:00,9997057.961957103,0.0,9997057.961957103 
 01/22  09:00:00,9016657.961957103,0.0,9016657.961957103 
 01/22  10:00:00,9016657.961957103,0.0,9016657.961957103 
 01/22  11:00:00,9016657.961957103,0.0,9016657.961957103 
 01/22  12:00:00,9016657.961957103,0.0,9016657.961957103 
 01/22  13:00:00,9016657.961957103,0.0,9016657.961957103 
 01/22  14:00:00,9016657.961957103,0.0,9016657.961957103 
 01/22  15:00:00,9016657.961957103,0.0,9016657.961957103 
 01/22  16:00:00,9016657.961957103,0.0,9016657.961957103 
 01/22  17:00:00,10977457.961957103,0.0,10977457.961957103 
 01/22  18:00:00,14899057.961957103,0.0,14899057.961957103 
 01/22  19:00:00,14899057.961957103,0.0,14899057.961957103 
 01/22  20:00:00,14899057.961957103,0.0,14899057.961957103 
 01/22  21:00:00,14899057.961957103,0.0,14899057.961957103 
 01/22  22:00:00,14899057.961957103,0.0,14899057.961957103 
 01/22  23:00:00,14899057.961957103,0.0,14899057.961957103 
 01/22  24:00:00,14899057.961957103,0.0,14899057.961957103 
 01/23  01:00:00,18642654.45740009,0.0,18642654.457400089 
 01/23  02:00:00,18642654.45740009,0.0,18642654.457400089 
 01/23  03:00:00,18642654.45740009,0.0,18642654.457400089 
 01/23  04:00:00,18642654.45740009,0.0,18642654.457400089 
 01/23  05:00:00,18642654.45740009,0.0,18642654.457400089 
 01/23  06:00:00,19633023.90063898,0.0,19633023.900638977 
 01/23  07:00:00,60912958.65465689,69370825.2416842,60912958.65465689 
 01/23  08:00:00,60010603.68112081,48389601.07830261,60010603.681120809 
 01/23  09:00:00,66872630.501055117,2822176.154029585,66872630.50105509 
 01/23  10:00:00,56075461.290837179,0.0,56075461.29083717 
 01/23  11:00:00,49698142.43326264,0.0,49698142.43326263 
 01/23  12:00:00,46587150.45200535,0.0,46587150.45200534 
 01/23  13:00:00,43080156.74176494,0.0,43080156.74176494 
 01/23  14:00:00,42297788.380343798,0.0,42297788.380343798 
 01/23  15:00:00,41755084.684325139,0.0,41755084.68432513 
 01/23  16:00:00,41557445.56460574,0.0,41557445.56460574 
 01/23  17:00:00,43909680.70456472,0.0,43909680.704564709 
 01/23  18:00:00,46660030.625323098,0.0,46660030.62532309 
 01/23  19:00:00,41320904.72453576,0.0,41320904.72453577 
 01/23  20:00:00,19652831.289526337,0.0,19652831.289526334 
 01/23  21:00:00,17672092.403048569,0.0,17672092.403048569 
 01/23  22:00:00,17672092.403048569,0.0,17672092.403048569 
 01/23  23:00:00,15889427.405195989,0.0,15889427.405195989 
 01/23  24:00:00,14899057.961957103,0.0,14899057.961957103 
 01/24  01:00:00,18642654.45740009,0.0,18642654.457400089 
 01/24  02:00:00,18642654.45740009,0.0,18642654.457400089 
 01/24  03:00:00,18642654.45740009,0.0,18642654.457400089 
 01/24  04:00:00,18642654.45740009,0.0,18642654.457400089 
 01/24  05:00:00,18642654.45740009,0.0,18642654.457400089 
 01/24  06:00:00,19633023.90063898,0.0,19633023.900638977 
