Date/Time,Baseline - Electricity:Facility [J](Hourly),Baseline - Gas:Facility [J](Hourly) ,Calibrating - Electricity:Facility [J](Hourly),Calibrating - Gas:Facility [J](Hourly) ,Target - Electricity:Facility [J](Hourly),Target - Gas:Facility [J](Hourly) 
 01/03  02:00:00,34633452.83,1671356.105,35327271.32,1854142.972,34580257.57,3458326.207
 01/03  03:00:00,34633452.83,3270639.892,35327271.32,3636205.356,34580257.57,1765214.328
 01/03  04:00:00,34633452.83,1671288.513,35327271.32,1854067.651,34580257.57,1765162.597
 01/03  05:00:00,34633452.83,1671273.441,35327271.32,1854050.855,34580257.57,3458310.541
 01/03  06:00:00,38377838.01,19308633.99,39877222.68,31631263.69,40222475.95,35452637.11
 01/03  07:00:00,45316022.84,20761248.49,47509226,40778143.83,47107465.53,41892802.39
 01/03  08:00:00,36084266.84,21287243.34,38277470,40282252.48,37875709.53,38998608.37
 01/03  09:00:00,45373494.18,17854849.88,50341971.26,53342432.71,46952155.82,45639237.44
 01/03  10:00:00,45373494.18,13506065.07,50341971.26,48574059.99,46952155.82,36171890.57
 01/03  11:00:00,45373494.18,8239989.034,50341971.26,43857490.44,46952155.82,29969755.55
 01/03  12:00:00,45566062.67,3585146.126,50341971.26,37780315.62,46952155.82,20040091.34
 01/03  13:00:00,26987652.26,1671743.908,27445961.31,3519858.252,28408139.56,5153537.516
 01/03  14:00:00,27546489.25,3271189.081,27445961.31,3636817.272,29179083.21,3459358.644
 01/03  15:00:00,27717411.89,1671601.789,27829154.28,1854416.719,29388627.54,3459133.491
 01/03  16:00:00,27512842.02,3271043.441,27539970.21,3636655.026,29004618.18,3458921.177
 01/03  17:00:00,26530113.87,1671618.833,27445961.31,6008141.421,27349923.14,3459347.184
 01/03  18:00:00,38555990.23,4589517.925,39877222.68,13572638.89,40279502.55,8644958.128
 01/03  19:00:00,38377838.01,8499844.265,39877222.68,18960471.39,40222475.95,15406657.76
 01/03  20:00:00,34633452.83,1671435.666,35327271.32,1854231.625,34580257.57,3458546.049
 01/03  21:00:00,34633452.83,1671290.507,35327271.32,1854069.869,34580257.57,1765298.899
 01/03  22:00:00,34633452.83,3270902.495,35327271.32,3636497.964,34580257.57,3458756.599
 01/03  23:00:00,34633452.83,1671268.388,35327271.32,1854045.224,34580257.57,1765172.691
 01/03  24:00:00,34633452.83,1671295.493,35327271.32,1854075.427,34580257.57,3458465.042
 01/04  01:00:00,34633452.83,1671329.678,35327271.32,1854239.114,34580257.57,1765217.77
 01/04  02:00:00,34633452.83,3270747.167,35327271.32,3636325.043,34580257.57,3458293.312
 01/04  03:00:00,34633452.83,1671430.372,35327271.32,1854225.8,34580257.57,1765248.996
 01/04  04:00:00,34633452.83,1671295.658,35327271.32,1854075.691,34580257.57,1765227.318
 01/04  05:00:00,34633452.83,1671368.775,35327271.32,1854157.164,34580257.57,3458396.603
 01/04  06:00:00,38377838.01,57989242.75,39877222.68,77454488.83,40222475.95,85965275.18
 01/04  07:00:00,38377838.01,55794247.64,39877222.68,79926037.13,40222475.95,86591341.76
 01/04  08:00:00,29146082.01,54947053.99,30645466.68,78576481.33,30990719.95,82628582.03
 01/04  09:00:00,10682570.01,54832036.17,12181954.68,78362950.99,12527207.95,80281541.78
 01/04  10:00:00,10682570.01,44456813.15,12181954.68,66202519.43,12527207.95,63259070.93
 01/04  11:00:00,10682570.01,29329595.32,12181954.68,48201170.58,12527207.95,40521091.73
 01/04  12:00:00,10682570.01,15340202.86,12181954.68,31412510.14,12527207.95,18127640.58
 01/04  13:00:00,10805269.11,5620528.734,12181954.68,19019266.86,13041227.09,4682316.02
 01/04  14:00:00,12352438.11,1671390.143,12181954.68,5722579.899,15509019.92,1765418.711
 01/04  15:00:00,13562047,1671363.149,12785398.39,1854150.904,17005902.62,3458466.486
 01/04  16:00:00,13758037.35,1671395.548,13261707.88,1854186.991,16910632.63,1765297.971
 01/04  17:00:00,12478363.37,1671396.285,12253737.79,3687190.894,14817271.59,1765253.857
 01/04  18:00:00,38417470.15,6553438.538,39877222.68,16576517.48,40250188.7,10073810.27
 01/04  19:00:00,34633452.83,1671300.54,35327271.32,1854081.139,34580257.57,1765189.168
 01/04  20:00:00,34633452.83,1671417.815,35327271.32,1854211.808,34580257.57,1765268.868
 01/04  21:00:00,34633452.83,1671315.488,35327271.32,1854097.795,34580257.57,3458409.722
 01/04  22:00:00,34633452.83,1671383.588,35327271.32,1854173.68,34580257.57,1765310.723
 01/04  23:00:00,34633452.83,3270771.493,35327271.32,3636352.164,34580257.57,3458298.471
 01/04  24:00:00,34633452.83,1671406.166,35327271.32,1854198.836,34580257.57,1765226.499
 01/05  01:00:00,34633452.83,1671270.604,35327271.32,1854048.644,34580257.57,1765322.653
 01/05  02:00:00,34633452.83,1671308.605,35327271.32,1854090.121,34580257.57,3458405.328
 01/05  03:00:00,34633452.83,3270804.975,35327271.32,3636389.464,34580257.57,1765187.967
 01/05  04:00:00,34633452.83,1671334.912,35327271.32,1854119.435,34580257.57,3458572.165
 01/05  05:00:00,34633452.83,1671439.688,35327271.32,1854236.185,34580257.57,1765228.948
 01/05  06:00:00,45316022.84,103152579,47509226,147905176.2,47107465.53,227796781.7
 01/05  07:00:00,45316022.84,105651184.6,47509226,159980543.3,47107465.53,234308477.3
 01/05  08:00:00,63837006.18,88268712.51,68805483.26,147545269.7,65415667.82,189180061
 01/05  09:00:00,107435883.6,129626677.5,118610599.6,303434488.7,105272079.3,275483749.1
 01/05  10:00:00,107435883.6,107577897.3,118610599.6,265854120.3,105272079.3,198726253.4
 01/05  11:00:00,107435883.6,82629059.99,118610599.6,227361871.9,105272079.3,216787480.6
 01/05  12:00:00,107435883.6,60461061.89,118610599.6,192482936.4,105272079.3,122926997.2
 01/05  13:00:00,107514773.8,7910492.497,118610599.6,72685338.45,105272079.3,61875813.75
 01/05  14:00:00,107435883.6,32373433.98,118610599.6,152623178.3,105272079.3,123743250.2
 01/05  15:00:00,107435883.6,23669270.61,118610599.6,137812472.4,105272079.3,67862821.34
 01/05  16:00:00,107435883.6,17887348.36,118610599.6,128116288.5,105272079.3,58998559.13
 01/05  17:00:00,107435883.6,23952465.33,118610599.6,138227115.8,105272079.3,109283311.9
 01/05  18:00:00,88625074.53,5294961.206,94576005.67,37190458.28,87607411.28,57209385.15
 01/05  19:00:00,73161455.36,6730654.027,78037239.26,21797086.57,74647423.82,44428324.07
 01/05  20:00:00,73068762.18,29447245.76,78037239.26,56403499.89,74647423.82,97804520.46
 01/05  21:00:00,59192392.51,42650023.51,62773232.63,73212352.16,60877444.67,122341647.1
 01/05  22:00:00,59192392.51,50562893.34,62773232.63,83962167.22,60877444.67,133893447.6
 01/05  23:00:00,45316022.84,57912384.96,47509226,89548572.8,47107465.53,147003270.3
 01/05  24:00:00,38377838.01,66559429.19,39877222.68,100351184.7,40222475.95,162078685.5
 01/06  01:00:00,34633452.83,1671335.761,35327271.32,1854120.743,34580257.57,1765221.119
 01/06  02:00:00,34633452.83,3270890.806,35327271.32,3636485.671,34580257.57,3458442.144
 01/06  03:00:00,34633452.83,1671356.284,35327271.32,1854143.548,34580257.57,1765214.732
 01/06  04:00:00,34633452.83,1671422.453,35327271.32,1854217.266,34580257.57,3458410.583
 01/06  05:00:00,34633452.83,3270698.938,35327271.32,3636271.915,34580257.57,1765216.185
 01/06  06:00:00,45316022.84,101684532.9,47509226,145644511.1,47107465.53,233278991.9
 01/06  07:00:00,45316022.84,105160268,47509226,158200511.1,47107465.53,234763972.2
 01/06  08:00:00,63837006.18,85264135.82,68805483.26,140917454,65415667.82,187620701
 01/06  09:00:00,107435883.6,119015551.5,118610599.6,278576790.1,105272079.3,254027419.1
 01/06  10:00:00,107435883.6,90711359.55,118610599.6,231743003.9,105272079.3,175706105
 01/06  11:00:00,107435883.6,66302282.86,118610599.6,191315138.1,105272079.3,180860510.7
 01/06  12:00:00,107435883.6,37051148.33,118610599.6,143999365,105272079.3,86830418.25
 01/06  13:00:00,111046022.9,4873685.574,118610599.6,34080556.98,105272079.3,25130493.55
 01/06  14:00:00,109937424.2,4872811.869,118610599.6,63325095.42,105272079.3,39992985.08
 01/06  15:00:00,112974699.1,3271455.294,118610599.6,35254781.49,108252147.4,6849893.8
 01/06  16:00:00,112499785.3,3271964.832,118610599.6,43435117.96,107557376.7,5155626.009
 01/06  17:00:00,110530384.6,4872654.278,118610599.6,63852158.2,105272079.3,36880161.87
 01/06  18:00:00,93208128.17,3271497.746,95804892.56,3637162.47,87868756.45,9596515.12
 01/06  19:00:00,77530390.81,1671502.983,81471836.89,1854307.265,75779520.23,3459481.257
 01/06  20:00:00,75260114.72,3270942.828,78295760.55,4977674.367,74691907.28,20435804.13
 01/06  21:00:00,59313173.73,2109427.155,62773232.63,14735108.58,60877444.67,37230703.74
 01/06  22:00:00,59192392.51,8410414.634,62773232.63,23915657.23,60877444.67,43846464.74
 01/06  23:00:00,45316022.84,13239170.46,47509226,26573985.46,47107465.53,49811697.15
 01/06  24:00:00,38377838.01,14230013.97,39877222.68,26290082.44,40222475.95,46638442.8
 01/07  01:00:00,34633452.83,1671304.3,35327271.32,1854085.626,34580257.57,1765099.004
 01/07  02:00:00,34633452.83,1671197.894,35327271.32,1853967.126,34580257.57,1765113.497
 01/07  03:00:00,34633452.83,1671241.256,35327271.32,1854015.431,34580257.57,1765133.053
 01/07  04:00:00,34633452.83,1671286.046,35327271.32,1854065.316,34580257.57,3458220.778
 01/07  05:00:00,34633452.83,1671202.253,35327271.32,1853971.995,34580257.57,1765113.894
 01/07  06:00:00,45316022.84,13278276.25,47509226,28718491.72,47107465.53,53411463.59
 01/07  07:00:00,45316022.84,15581858.17,47509226,34460406.17,47107465.53,57197111.63
 01/07  08:00:00,64306783.01,4241563.76,68805483.26,22302036.63,65415667.82,29716226.7
 01/07  09:00:00,107435883.6,14931343.96,118610599.6,98483960.81,105272079.3,66870435.5
 01/07  10:00:00,107435883.6,11878117.67,118610599.6,101075164.2,105272079.3,42994445.56
